capture_session_id,observed_start_utc,observed_end_utc,profile_revision_id,capture_state,recording_manifest_uri,recording_manifest_digest,raw_available,analysis_run_id,pipeline_lane,pipeline_release_id,trigger,analysis_state,analysis_created_utc,analysis_sealed_utc,analysis_manifest_uri,analysis_manifest_digest,input_manifest_digest,raw_integrity_attestation_id,product_count,complete_products,no_result_products,partial_products,product_bytes,recording_manifest_path,analysis_manifest_path,screen_category,screen_path_count,screen_band_relationship,screen_common_overlap_s,screen_normalized_slope_spread_hz_s,screen_observation_count,screen_qualified_pilot_segments,screen_analyzed_pilot_segments,screen_path_ids,screen_branch_ids
cap-20260825T085857-6d87a16d291d,2026-08-25T08:59:00.408774Z,2026-08-25T09:00:00.532200Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T085857-6d87a16d291d,sha256:2e5edff93fe364bc80f436f5294e245bcc4ab01121fc9096afc95387946d4903,t,capture-5d5849f9400d4444bbf172081fe582fb,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T09:00:05.466175Z,2026-08-25T09:21:57.897429Z,bulk://analysis/cap-20260825T085857-6d87a16d291d/capture-5d5849f9400d4444bbf172081fe582fb/manifest.json,sha256:d02eecfb4fbfa06805ed109785993b35e6546e099dc1ed1667e9310769c9354f,sha256:2e5edff93fe364bc80f436f5294e245bcc4ab01121fc9096afc95387946d4903,933,138,78,60,0,267464514,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T085857-6d87a16d291d/manifest.json,/srv/bulk/leo/analysis/cap-20260825T085857-6d87a16d291d/capture-5d5849f9400d4444bbf172081fe582fb/manifest.json,fragmented,,,,,,,,,
cap-20260825T091429-c1446df4dd6a,2026-08-25T09:14:32.578969Z,2026-08-25T09:15:32.712185Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T091429-c1446df4dd6a,sha256:01fe9f35bba4a8496d767aab3bc825c2eb25212ea307cfb0191507d79e64fbc3,t,capture-3f876060b46a48c494342b73b4861082,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T09:15:37.183607Z,2026-08-25T09:30:10.732378Z,bulk://analysis/cap-20260825T091429-c1446df4dd6a/capture-3f876060b46a48c494342b73b4861082/manifest.json,sha256:fe1ad18e9541bc318e74f6b5b2b5feff0e2d3f0be3abd3edb1773c8212e5d3c9,sha256:01fe9f35bba4a8496d767aab3bc825c2eb25212ea307cfb0191507d79e64fbc3,934,138,108,30,0,267331155,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T091429-c1446df4dd6a/manifest.json,/srv/bulk/leo/analysis/cap-20260825T091429-c1446df4dd6a/capture-3f876060b46a48c494342b73b4861082/manifest.json,3p-same,3,same-band,3.066798191,87.5942496002408,254,0,48,stream-0/radio_pluto_5d4d/RX1;stream-1/radio_pluto_19f2/RX1;stream-1/radio_pluto_19f2/RX0,sha256:4773386b0d38b9ab83e5699a39f91332c9f0b62b28a22ca4c8f587aa2f603bba;sha256:de501486cd9eb4e5e19dfb3240ed8fa20b4dab6bf919f7ee682a47a98c3a8315;sha256:41ca09b9f893482e976548ec2c47e7215e17ada489af5fa3364298c766a39227
cap-20260825T091703-5f3a5ca69477,2026-08-25T09:17:06.627093Z,2026-08-25T09:18:06.752870Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T091703-5f3a5ca69477,sha256:8b68f050b6c8eb54d8f7ec23b81da818759514dd3e62d7405a2aaef842c3489a,t,capture-01ac0aa463df4788ae96260d4143fe5b,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T09:18:11.727556Z,2026-08-25T09:39:39.446719Z,bulk://analysis/cap-20260825T091703-5f3a5ca69477/capture-01ac0aa463df4788ae96260d4143fe5b/manifest.json,sha256:1ba03d856e47865656ce8a962198a6b3e510679603ad9d63e5bf6627de2a4292,sha256:8b68f050b6c8eb54d8f7ec23b81da818759514dd3e62d7405a2aaef842c3489a,935,138,138,0,0,377456445,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T091703-5f3a5ca69477/manifest.json,/srv/bulk/leo/analysis/cap-20260825T091703-5f3a5ca69477/capture-01ac0aa463df4788ae96260d4143fe5b/manifest.json,4p-cross,4,cross-band,9.375,43.076563046468436,1218,21,64,stream-0/radio_pluto_5d4d/RX0;stream-1/radio_pluto_19f2/RX0;stream-1/radio_pluto_19f2/RX1;stream-0/radio_pluto_5d4d/RX1,sha256:6f7cf8903a2fd9107a4c1df7e2fd876e4da8b0f55cee1a8edc9f448a912b2974;sha256:9cbc19686cf86b061cde4bf8ff7f36d8001e85cd92fa18247a8ffa894b4c104b;sha256:07ca9c0cab6fdd3490d1bbabf83e25f409de0bc60a37768ad7fcee67f7f2c2bb;sha256:d2540d2a09701581bf7bbfe3cafc4db5709b740426e719b07d30b67e66b069d2
cap-20260825T093005-48e3188de964,2026-08-25T09:30:08.472025Z,2026-08-25T09:31:08.601437Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T093005-48e3188de964,sha256:31efd3fa733f61c951aa2be7a7a97997376efc0573846c4e9ffa624100568830,t,research-e13088cc48774daf8c33800d8551f0bb,research,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T09:31:13.383833Z,2026-08-25T10:15:43.151914Z,bulk://analysis/cap-20260825T093005-48e3188de964/research-e13088cc48774daf8c33800d8551f0bb/manifest.json,sha256:a4ce09f4541cf789ae4c693c368d39223e70fd8d0d967fd8747a4ceccb7c83ed,sha256:31efd3fa733f61c951aa2be7a7a97997376efc0573846c4e9ffa624100568830,936,138,98,0,40,983265457,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T093005-48e3188de964/manifest.json,/srv/bulk/leo/analysis/cap-20260825T093005-48e3188de964/research-e13088cc48774daf8c33800d8551f0bb/manifest.json,4p-cross,4,cross-band,5.885,91.33878938635235,1197,29,64,stream-1/radio_pluto_19f2/RX1;stream-1/radio_pluto_19f2/RX0;stream-0/radio_pluto_5d4d/RX0;stream-0/radio_pluto_5d4d/RX1,sha256:e2acbf8fca34f356c45118b291880a025be4a45c0457ad9c7fd1e7a7adf69dcf;sha256:6c1b783857ce3b602d61d936580a80516edbe7a6f39fba94360371dc1273c72e;sha256:81427cdc63e9148694c1b91046ba719016ff7577dd2d5332e8824159eceac680;sha256:987829ed1ebc991d32c2893715684866d737ec0cb801b0ddcc55a4164619766b
cap-20260825T093300-bf9c531be375,2026-08-25T09:33:03.220415Z,2026-08-25T09:34:03.220448Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T093300-bf9c531be375,sha256:e9e0a1e51e2c6e4abcaabba4a608d14a6739d373d7e45f7a71f4708e5f61c887,t,capture-c00ae1bb9f244249add6207965227679,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T09:34:07.918501Z,2026-08-25T09:57:17.636224Z,bulk://analysis/cap-20260825T093300-bf9c531be375/capture-c00ae1bb9f244249add6207965227679/manifest.json,sha256:fb53e0d4dbab66fd9af295ead65b974949b095f2fa866c24558c381910b4bb1d,sha256:e9e0a1e51e2c6e4abcaabba4a608d14a6739d373d7e45f7a71f4708e5f61c887,937,138,138,0,0,341470774,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T093300-bf9c531be375/manifest.json,/srv/bulk/leo/analysis/cap-20260825T093300-bf9c531be375/capture-c00ae1bb9f244249add6207965227679/manifest.json,4p-same,4,same-band,7.0,81.34167158831087,1193,2,64,stream-1/radio_pluto_19f2/RX0;stream-1/radio_pluto_19f2/RX1;stream-0/radio_pluto_5d4d/RX0;stream-0/radio_pluto_5d4d/RX1,sha256:3304924d0ece673b70b523a3fd0f7f1c13b1c010bb6b3961034a44589af48794;sha256:9d1926fbcb9e39c76ce3ef5b5fd71c13274d30daba8f2252d60dbc2c06b490ea;sha256:a3bdb1ea4b86136a67aeeef1364b0d5bba8887d3001189924524af9f9cc79d35;sha256:074b49dd632d67f8654fad5c1cc86b89c7e15461c5a533dc6d3aecec28b63cf3
cap-20260825T095456-2ac0495b1e77,2026-08-25T09:55:00.051788Z,2026-08-25T09:56:00.181266Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T095456-2ac0495b1e77,sha256:c2df53c386086d42191f01602ee0d03dd75462e982c8a860d1e7d2e4508ce8b8,t,capture-2c781ff334a046bf85624ae6b7522918,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T09:56:05.487531Z,2026-08-25T10:11:35.450707Z,bulk://analysis/cap-20260825T095456-2ac0495b1e77/capture-2c781ff334a046bf85624ae6b7522918/manifest.json,sha256:b207ba804aff32ccf32e56a2dbfc9a23bb5c4599904f6a473351386fdeef3fcf,sha256:c2df53c386086d42191f01602ee0d03dd75462e982c8a860d1e7d2e4508ce8b8,938,138,138,0,0,298899992,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T095456-2ac0495b1e77/manifest.json,/srv/bulk/leo/analysis/cap-20260825T095456-2ac0495b1e77/capture-2c781ff334a046bf85624ae6b7522918/manifest.json,2p-same,2,same-band,2.125,80.999672819848,91,0,22,stream-0/radio_pluto_5d4d/RX1;stream-0/radio_pluto_5d4d/RX0,sha256:825f1fa115056c3fc6f1359c43c3698b06a2a033094baa13d14720337debb948;sha256:2b77e28ce3b4a2a78cf634fdc12856bffc9d5298e9cbf78891679da1e63add49
cap-20260825T095732-fd1d58211b28,2026-08-25T09:57:35.759295Z,2026-08-25T09:58:35.886967Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T095732-fd1d58211b28,sha256:f3558fb35392e9ea3c9031bb8564287873c5fa4863b90c4325c8991df47d45b3,t,capture-139837c33c484dbc8a91c49d3a556266,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T09:58:41.057076Z,2026-08-25T10:22:37.621777Z,bulk://analysis/cap-20260825T095732-fd1d58211b28/capture-139837c33c484dbc8a91c49d3a556266/manifest.json,sha256:e24ae30817477a1c87238e11403c8100ebe0a4394a3b79d4b87acdb528a48995,sha256:f3558fb35392e9ea3c9031bb8564287873c5fa4863b90c4325c8991df47d45b3,939,138,138,0,0,416127758,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T095732-fd1d58211b28/manifest.json,/srv/bulk/leo/analysis/cap-20260825T095732-fd1d58211b28/capture-139837c33c484dbc8a91c49d3a556266/manifest.json,4p-cross,4,cross-band,5.547292367,35.233369012810726,1242,26,64,stream-0/radio_pluto_5d4d/RX0;stream-0/radio_pluto_5d4d/RX1;stream-1/radio_pluto_19f2/RX0;stream-1/radio_pluto_19f2/RX1,sha256:eee9c5fc34fd9c8e4e2be405ee455d916cf077b2b4538d062d5f7c2f12208d81;sha256:56dc44d650c5c82ac946991fc4f1a6f8d7d32c641a01e03abafe3d137b360b92;sha256:7467ceae73301b5517b5ad729d0aa37661e290b75f6fe74ada5e69722bb0491e;sha256:c7873b1be3f22ab3446944c9cd558fac0d9d6873aac3404e052d80c8b5894613
cap-20260825T101428-681b85cf4224,2026-08-25T10:14:32.036663Z,2026-08-25T10:15:32.160210Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T101428-681b85cf4224,sha256:baa1090f71473ae609ea0ee243f877ea62238f4e3cb9c7bc35ee056b696ab511,t,capture-f2adc434dea043dd9c990047a0ed606d,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T10:15:37.033263Z,2026-08-25T10:33:39.272810Z,bulk://analysis/cap-20260825T101428-681b85cf4224/capture-f2adc434dea043dd9c990047a0ed606d/manifest.json,sha256:241d4c0767a8862a8905133c01bb71a7e1e9b6278af3bce701de76ef9f183293,sha256:baa1090f71473ae609ea0ee243f877ea62238f4e3cb9c7bc35ee056b696ab511,940,138,64,0,74,504961219,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T101428-681b85cf4224/manifest.json,/srv/bulk/leo/analysis/cap-20260825T101428-681b85cf4224/capture-f2adc434dea043dd9c990047a0ed606d/manifest.json,4p-same,4,same-band,11.123522151,51.649071005386304,1553,12,32,stream-0/radio_pluto_5d4d/RX0;stream-0/radio_pluto_5d4d/RX1;stream-1/radio_pluto_19f2/RX0;stream-1/radio_pluto_19f2/RX1,sha256:349b2af3e35269274b4952de3e61025a0e9dbe31477bac0184c316a5320e4490;sha256:990bb625a2a15a9ce4a906a87aa770502dc5ab40321365d586b9a1d93d139605;sha256:69d882c7ca9a01ba19b8faa73531beaeee5eaf5130ef5c4d1e486efc910c2d0c;sha256:9a95137120e5a7b090f705d2bb6340793ff8696657e491f3d5232baa391ecfdd
cap-20260825T101702-f60463e1402e,2026-08-25T10:17:05.328301Z,2026-08-25T10:18:05.455093Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T101702-f60463e1402e,sha256:e34a0199c15c19b7130dcfb3b0211feb2b2ac42ae54ee33a0888f591d438ed89,t,capture-545b8f4de65f47b3aac29658941f842e,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T10:18:10.359571Z,2026-08-25T10:40:48.805678Z,bulk://analysis/cap-20260825T101702-f60463e1402e/capture-545b8f4de65f47b3aac29658941f842e/manifest.json,sha256:ff26bd8d61d8dc3c941dd6111017174e560d3d0bd44a39477a0b4af084627a7e,sha256:e34a0199c15c19b7130dcfb3b0211feb2b2ac42ae54ee33a0888f591d438ed89,941,138,78,60,0,260530790,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T101702-f60463e1402e/manifest.json,/srv/bulk/leo/analysis/cap-20260825T101702-f60463e1402e/capture-545b8f4de65f47b3aac29658941f842e/manifest.json,2p-cross,2,cross-band,5.875,4.106890226293672,415,12,32,stream-0/radio_pluto_5d4d/RX1;stream-1/radio_pluto_19f2/RX1,sha256:c87675a39aba03b5654c84954c0a7d4d10ca7fcf83886865e0d695ffdf8e8667;sha256:70df8abd6211ffc677a03dbd9b0f28e839817704917311c53245971f4bd3f73d
cap-20260825T103332-ce6a8b60eac8,2026-08-25T10:33:35.841909Z,2026-08-25T10:34:35.974456Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T103332-ce6a8b60eac8,sha256:90fc87658714134a53fef14a544292ffad7f0214b978b3566871ae0e37c551a0,t,research-2ea3a0e5cc604bc28699baee5b105896,research,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T10:34:40.624411Z,2026-08-25T11:11:26.746852Z,bulk://analysis/cap-20260825T103332-ce6a8b60eac8/research-2ea3a0e5cc604bc28699baee5b105896/manifest.json,sha256:f6c673e89bb1d4fc7f16d989b9ecfdb9b8c8397356dadb064b8f0212722b47df,sha256:90fc87658714134a53fef14a544292ffad7f0214b978b3566871ae0e37c551a0,942,138,108,30,0,876530417,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T103332-ce6a8b60eac8/manifest.json,/srv/bulk/leo/analysis/cap-20260825T103332-ce6a8b60eac8/research-2ea3a0e5cc604bc28699baee5b105896/manifest.json,2p-same,2,same-band,6.952521828,72.44755308514368,675,0,32,stream-1/radio_pluto_19f2/RX1;stream-0/radio_pluto_5d4d/RX1,sha256:7c8bd72066a9e01155782b6349cafcf41be8f54e6bfa92b9a8200f759fe0465f;sha256:0295eac5cda3d5837c0a7e8d5e7c1b56d73814d7f3c17d75082715b7df3c9238
cap-20260825T103607-9bd90a1a50e4,2026-08-25T10:36:10.568803Z,2026-08-25T10:37:10.695359Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T103607-9bd90a1a50e4,sha256:d71f087f9cd636a14b95af28cb5938c924b77c4c98e604ca9f1ef9461c1ebfff,t,capture-2b2827007f4d477eb80e018c60a51b88,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T10:37:15.567558Z,2026-08-25T10:58:37.913350Z,bulk://analysis/cap-20260825T103607-9bd90a1a50e4/capture-2b2827007f4d477eb80e018c60a51b88/manifest.json,sha256:bcdaab0e60f11d02904a805f03e63e663c2b2487a1e827793c46e62b922821a9,sha256:d71f087f9cd636a14b95af28cb5938c924b77c4c98e604ca9f1ef9461c1ebfff,943,138,138,0,0,332092453,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T103607-9bd90a1a50e4/manifest.json,/srv/bulk/leo/analysis/cap-20260825T103607-9bd90a1a50e4/capture-2b2827007f4d477eb80e018c60a51b88/manifest.json,3p-cross,3,cross-band,8.7,1.9079160225087435,836,30,48,stream-0/radio_pluto_5d4d/RX1;stream-0/radio_pluto_5d4d/RX0;stream-1/radio_pluto_19f2/RX1,sha256:1ec8f24ffeba80d73347b2f9717693cacb7af13c3c265958cf62e267d3a0b84a;sha256:f8d39da33de2dc087a8039ace242bb0b388182f4b2e61599cc31b553241e7a8f;sha256:e9c927fd2e2e1bf82ee654bbfa54483d1de7b78d1a7603b766b87ff01b8e7649
cap-20260825T105640-facdadeffb3b,2026-08-25T10:56:43.586610Z,2026-08-25T10:57:43.707746Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T105640-facdadeffb3b,sha256:3bc39816e57c9af91db342e23e06ff3dbd684a3d1cbfbc5507e175a17bdf202e,t,capture-c0e238da62ad4f95bc76cf8ec8af0053,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T10:57:48.745248Z,2026-08-25T11:12:28.521975Z,bulk://analysis/cap-20260825T105640-facdadeffb3b/capture-c0e238da62ad4f95bc76cf8ec8af0053/manifest.json,sha256:0898825bb8ded379dff1d60f56fdf2b0f36ac428fd4e6daa7f655902632f49a4,sha256:3bc39816e57c9af91db342e23e06ff3dbd684a3d1cbfbc5507e175a17bdf202e,944,138,0,138,0,246592142,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T105640-facdadeffb3b/manifest.json,/srv/bulk/leo/analysis/cap-20260825T105640-facdadeffb3b/capture-c0e238da62ad4f95bc76cf8ec8af0053/manifest.json,hard-null,,,,,,,,,
cap-20260825T105915-2770b84587cc,2026-08-25T10:59:18.416073Z,2026-08-25T11:00:18.540544Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T105915-2770b84587cc,sha256:2f632b9f1a1acdbcd98ac44c67fc23f583f797638b08d0ebc2afc762f99635b8,t,capture-deacb926412f4398864e9a5ebd7e73fe,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T11:00:23.473504Z,2026-08-25T11:21:00.101332Z,bulk://analysis/cap-20260825T105915-2770b84587cc/capture-deacb926412f4398864e9a5ebd7e73fe/manifest.json,sha256:7edbdf4759927e88ce3fdd8ac5bd8c61573425fe2b8b7d37c46800f9697bdfec,sha256:2f632b9f1a1acdbcd98ac44c67fc23f583f797638b08d0ebc2afc762f99635b8,945,138,108,30,0,328859357,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T105915-2770b84587cc/manifest.json,/srv/bulk/leo/analysis/cap-20260825T105915-2770b84587cc/capture-deacb926412f4398864e9a5ebd7e73fe/manifest.json,2p-same,2,same-band,12.275,8.511543702278686,743,13,32,stream-0/radio_pluto_5d4d/RX1;stream-0/radio_pluto_5d4d/RX0,sha256:15550fadd61e683233c1383e5b4f72555073e9c451fee01a7a9d453eef6572fa;sha256:f99cd33c8bb4b551e3b0e75e3bfdf59093650507bbd187eba10bb4d16f8a49e2
cap-20260825T111222-a2d4ce2afb9a,2026-08-25T11:12:25.983042Z,2026-08-25T11:13:26.117129Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T111222-a2d4ce2afb9a,sha256:d9b26a48cb4c2dae1637478e817dbc2127fb66d5d0dc9be45d2d18fa6521e9eb,t,capture-d57be1215bc54db3a5d3f8c342c5c9fd,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T11:13:30.718063Z,2026-08-25T11:27:59.973198Z,bulk://analysis/cap-20260825T111222-a2d4ce2afb9a/capture-d57be1215bc54db3a5d3f8c342c5c9fd/manifest.json,sha256:bb87c18224792bf9847bf1d391189d02e4cf14f9798ed603d16b98a1e111ef0a,sha256:d9b26a48cb4c2dae1637478e817dbc2127fb66d5d0dc9be45d2d18fa6521e9eb,946,138,0,138,0,242269316,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T111222-a2d4ce2afb9a/manifest.json,/srv/bulk/leo/analysis/cap-20260825T111222-a2d4ce2afb9a/capture-d57be1215bc54db3a5d3f8c342c5c9fd/manifest.json,hard-null,,,,,,,,,
cap-20260825T111500-f86d954a73d8,2026-08-25T11:15:03.261179Z,2026-08-25T11:16:03.391525Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T111500-f86d954a73d8,sha256:1c929936924d66d2ae8aefad229ab78f8d4ba5981f34b796f22ac503c876fd26,t,research-c2b5f51396904c4ea708fef57a803f18,research,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T11:16:08.621212Z,2026-08-25T11:43:31.313522Z,bulk://analysis/cap-20260825T111500-f86d954a73d8/research-c2b5f51396904c4ea708fef57a803f18/manifest.json,sha256:47b4b8a9fa9dc43771c920dcaeadc3bc7f4555c5b3ec6b81217039091fa03c4f,sha256:1c929936924d66d2ae8aefad229ab78f8d4ba5981f34b796f22ac503c876fd26,947,138,78,60,0,788031331,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T111500-f86d954a73d8/manifest.json,/srv/bulk/leo/analysis/cap-20260825T111500-f86d954a73d8/research-c2b5f51396904c4ea708fef57a803f18/manifest.json,fragmented,,,,,,,,,
cap-20260825T112754-81caaf92ce27,2026-08-25T11:27:57.585833Z,2026-08-25T11:28:57.721400Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T112754-81caaf92ce27,sha256:74ff0bd996a778b6b2505f6fcb2ccc63d0c0d578ef2910c37a1e9dd9828009e7,t,capture-b1ad81dc89304a5fb0674c1dc60b11a2,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T11:29:02.419127Z,2026-08-25T11:51:34.027454Z,bulk://analysis/cap-20260825T112754-81caaf92ce27/capture-b1ad81dc89304a5fb0674c1dc60b11a2/manifest.json,sha256:78ed4b8efd47cdffacfaf35ef928e4515be2c0d600784da98df366485ebae8c9,sha256:74ff0bd996a778b6b2505f6fcb2ccc63d0c0d578ef2910c37a1e9dd9828009e7,948,138,108,30,0,360596201,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T112754-81caaf92ce27/manifest.json,/srv/bulk/leo/analysis/cap-20260825T112754-81caaf92ce27/capture-b1ad81dc89304a5fb0674c1dc60b11a2/manifest.json,2p-same,2,same-band,11.775,22.49713295632182,837,7,32,stream-1/radio_pluto_19f2/RX1;stream-1/radio_pluto_19f2/RX0,sha256:440248035293659573cd3a4dd36b769a9defbccb93afc06212196ab6b6dd3492;sha256:af1c0ba54d0b3488ae90c5357d417c6bc059e62d4c2d5e7ba420d2986645f984
cap-20260825T113026-5f7f357ca4b9,2026-08-25T11:30:30.099540Z,2026-08-25T11:31:30.228709Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T113026-5f7f357ca4b9,sha256:3e0a3d45bc00718bafaa73e5931331753144d841b9c3af521f4dcb66c89e6936,t,capture-bcfd717f3713413f93ad3780fafe3520,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T11:31:35.122061Z,2026-08-25T12:00:01.910145Z,bulk://analysis/cap-20260825T113026-5f7f357ca4b9/capture-bcfd717f3713413f93ad3780fafe3520/manifest.json,sha256:707ff9ba36248c2db1599e1090f0f30ac462914e0e7ca8b8a68403145c37b848,sha256:3e0a3d45bc00718bafaa73e5931331753144d841b9c3af521f4dcb66c89e6936,949,138,138,0,0,386945260,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T113026-5f7f357ca4b9/manifest.json,/srv/bulk/leo/analysis/cap-20260825T113026-5f7f357ca4b9/capture-bcfd717f3713413f93ad3780fafe3520/manifest.json,2p-same,2,same-band,11.825,7.481083368504642,518,3,32,stream-0/radio_pluto_5d4d/RX1;stream-0/radio_pluto_5d4d/RX0,sha256:6b764f641532d898977852967c4b6d9f7f1cb64566c511b9f5b7de8b698e4ae3;sha256:3610411a33407ddaf48ad13ca9669cc1bf6f71031f6773a42f6db4fac6652b93
cap-20260825T115127-b61fef4673a4,2026-08-25T11:51:31.168664Z,2026-08-25T11:52:31.310451Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T115127-b61fef4673a4,sha256:66834fb6fd1371caaebc1334969460145581f63ecee3b1934a67b99ce224f1db,t,capture-ddac8fb43dc8493aaf920660b61be602,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T11:52:36.130451Z,2026-08-25T12:08:20.464588Z,bulk://analysis/cap-20260825T115127-b61fef4673a4/capture-ddac8fb43dc8493aaf920660b61be602/manifest.json,sha256:77c691899e3e0653e4c37dd0e65a252dc15533b9a9ed866b28669adb3500ebb8,sha256:66834fb6fd1371caaebc1334969460145581f63ecee3b1934a67b99ce224f1db,950,138,138,0,0,306954895,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T115127-b61fef4673a4/manifest.json,/srv/bulk/leo/analysis/cap-20260825T115127-b61fef4673a4/capture-ddac8fb43dc8493aaf920660b61be602/manifest.json,4p-cross,4,cross-band,6.625,26.962169980450653,953,31,64,stream-0/radio_pluto_5d4d/RX1;stream-1/radio_pluto_19f2/RX0;stream-0/radio_pluto_5d4d/RX0;stream-1/radio_pluto_19f2/RX1,sha256:180f79a5eabc1ddc9870a136e86bb4c0d5656e4c40dccedd22136ce1db31cd41;sha256:0e1dd13606ac82856d5bcbb30892dc7d8ccbb757f8c5e4477fe6f63ac8a5ec59;sha256:9b84b58664674112cff6aec89936a5b70e272c08aef79f5284e5854b0cdf0e7f;sha256:4b56be537da99f092e4e10481aae1e4969cade5153aefafc90f8713f11c0e35e
cap-20260825T115401-774be9e8b225,2026-08-25T11:54:04.963469Z,2026-08-25T11:55:05.090998Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T115401-774be9e8b225,sha256:985e8988b160e16af81605ec0c750575d16078ae21f474c1b04225392a387855,t,capture-c3609bfcf06340f895037f7d4d76f0f6,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T11:55:10.067191Z,2026-08-25T12:17:52.634847Z,bulk://analysis/cap-20260825T115401-774be9e8b225/capture-c3609bfcf06340f895037f7d4d76f0f6/manifest.json,sha256:be6f6e10d841e41a54ed7f17c135318c342d308eae1bf423bfa0510c477b1cd0,sha256:985e8988b160e16af81605ec0c750575d16078ae21f474c1b04225392a387855,951,138,138,0,0,409452609,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T115401-774be9e8b225/manifest.json,/srv/bulk/leo/analysis/cap-20260825T115401-774be9e8b225/capture-c3609bfcf06340f895037f7d4d76f0f6/manifest.json,4p-cross,4,cross-band,11.825,19.964222555112883,1920,47,64,stream-0/radio_pluto_5d4d/RX0;stream-1/radio_pluto_19f2/RX0;stream-0/radio_pluto_5d4d/RX1;stream-1/radio_pluto_19f2/RX1,sha256:271ebe3092e93f3a4b23f2f425097cf10d1af727da5628b62b6e6648579be5db;sha256:88a3899a568da085dff3fb0f3e312abde315df6e9d5e24badfff0501f988201e;sha256:2d68f45b4def7a56ba02c532852a04cacc566c0d4ff4748401cb2a82a08df140;sha256:b1fb41592daf9551d0012970fcf8534c0a1ae0a43a6962cd49e7f06881bc93ec
