case_id,exact_model,group_id,held_capped_rms_hz,held_uncapped_rms_hz,method,partition,prior,reason,reference_error_km,scale_s,scan_count,scope,source,status,tau_boundary_count,tau_s,view
train_20260921_00_1,,20260921_00,,,dual_rx_beam_geometry,train,sacramento,not applicable: no calibrated dual-RX/beam evidence in scalar DS1 cache,,,1,DS1 frozen blind trace,,not_applicable,,,1
train_20260921_00_6,,20260921_00,309.2721823193922,364.9032531138977,ds1_tau_zero,train,reno,,9.848650358695233,,6,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,6
train_20260921_00_6,,20260921_00,308.69731858939264,366.7278371567051,ds1_shared_tau,train,reno,,8.871962995166173,,6,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,6
train_20260921_00_6,,20260921_00,,,fixed_identity_tau_zero_control,train,reno,pending matched rerun after corrected tau-zero ID definition,,,6,DS1 frozen blind trace,,pending,,,6
train_20260921_00_6,,20260921_00,,,linearized_scan_epoch_scale1_sensitivity,train,reno,pending diagnostic only; not the sealed nonlinear 0.2/1/5 s model,,,6,DS1 frozen blind trace,,pending,,,6
train_20260921_00_6,,20260921_00,,,linearized_norad_rate,train,reno,pending diagnostic only; lacks historical exact/quartic phase-state gate,,,6,DS1 frozen blind trace,,pending,,,6
train_20260921_00_6,,20260921_00,,,fixed_scale_robust_rate_sensitivity,train,reno,pending sensitivity only; selection objective differs from formal likelihood,,,6,DS1 frozen blind trace,,pending,,,6
train_20260921_00_6,,20260921_00,,,fractional_track_time,train,reno,not applicable: historical support exceeded present timing authority and failed another group,,,6,DS1 frozen blind trace,,not_applicable,,,6
train_20260921_00_6,,20260921_00,,,dual_rx_beam_geometry,train,reno,not applicable: no calibrated dual-RX/beam evidence in scalar DS1 cache,,,6,DS1 frozen blind trace,,not_applicable,,,6
train_20260921_00_6,,20260921_00,309.25585314050977,364.86880263353896,ds1_tau_zero,train,sacramento,,9.825491205326939,,6,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,6
train_20260921_00_6,,20260921_00,308.6855621668059,366.6983967202688,ds1_shared_tau,train,sacramento,,8.844373275860118,,6,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,6
train_20260921_00_6,,20260921_00,,,fixed_identity_tau_zero_control,train,sacramento,pending matched rerun after corrected tau-zero ID definition,,,6,DS1 frozen blind trace,,pending,,,6
train_20260921_00_6,,20260921_00,,,linearized_scan_epoch_scale1_sensitivity,train,sacramento,pending diagnostic only; not the sealed nonlinear 0.2/1/5 s model,,,6,DS1 frozen blind trace,,pending,,,6
train_20260921_00_6,,20260921_00,,,linearized_norad_rate,train,sacramento,pending diagnostic only; lacks historical exact/quartic phase-state gate,,,6,DS1 frozen blind trace,,pending,,,6
train_20260921_00_6,,20260921_00,,,fixed_scale_robust_rate_sensitivity,train,sacramento,pending sensitivity only; selection objective differs from formal likelihood,,,6,DS1 frozen blind trace,,pending,,,6
train_20260921_00_6,,20260921_00,,,fractional_track_time,train,sacramento,not applicable: historical support exceeded present timing authority and failed another group,,,6,DS1 frozen blind trace,,not_applicable,,,6
train_20260921_00_6,,20260921_00,,,dual_rx_beam_geometry,train,sacramento,not applicable: no calibrated dual-RX/beam evidence in scalar DS1 cache,,,6,DS1 frozen blind trace,,not_applicable,,,6
train_20260921_00_16,,20260921_00,334.856659176217,394.8227970206683,ds1_tau_zero,train,reno,,9.972692839590534,,16,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,16
train_20260921_00_16,,20260921_00,334.8537042443044,394.8534472406225,ds1_shared_tau,train,reno,,9.15183777617679,,16,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,16
train_20260921_00_16,,20260921_00,,,fixed_identity_tau_zero_control,train,reno,pending matched rerun after corrected tau-zero ID definition,,,16,DS1 frozen blind trace,,pending,,,16
train_20260921_00_16,,20260921_00,,,linearized_scan_epoch_scale1_sensitivity,train,reno,pending diagnostic only; not the sealed nonlinear 0.2/1/5 s model,,,16,DS1 frozen blind trace,,pending,,,16
train_20260921_00_16,,20260921_00,,,linearized_norad_rate,train,reno,pending diagnostic only; lacks historical exact/quartic phase-state gate,,,16,DS1 frozen blind trace,,pending,,,16
train_20260921_00_16,,20260921_00,,,fixed_scale_robust_rate_sensitivity,train,reno,pending sensitivity only; selection objective differs from formal likelihood,,,16,DS1 frozen blind trace,,pending,,,16
train_20260921_00_16,,20260921_00,,,fractional_track_time,train,reno,not applicable: historical support exceeded present timing authority and failed another group,,,16,DS1 frozen blind trace,,not_applicable,,,16
train_20260921_00_16,,20260921_00,,,dual_rx_beam_geometry,train,reno,not applicable: no calibrated dual-RX/beam evidence in scalar DS1 cache,,,16,DS1 frozen blind trace,,not_applicable,,,16
train_20260921_00_16,,20260921_00,335.0402660455041,395.1035035747027,ds1_tau_zero,train,sacramento,,9.901194215472502,,16,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,16
train_20260921_00_16,,20260921_00,333.8925077043768,393.48003744135883,ds1_shared_tau,train,sacramento,,8.474121708168989,,16,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,16
train_20260921_00_16,,20260921_00,,,fixed_identity_tau_zero_control,train,sacramento,pending matched rerun after corrected tau-zero ID definition,,,16,DS1 frozen blind trace,,pending,,,16
train_20260921_00_16,,20260921_00,,,linearized_scan_epoch_scale1_sensitivity,train,sacramento,pending diagnostic only; not the sealed nonlinear 0.2/1/5 s model,,,16,DS1 frozen blind trace,,pending,,,16
train_20260921_00_16,,20260921_00,,,linearized_norad_rate,train,sacramento,pending diagnostic only; lacks historical exact/quartic phase-state gate,,,16,DS1 frozen blind trace,,pending,,,16
train_20260921_00_16,,20260921_00,,,fixed_scale_robust_rate_sensitivity,train,sacramento,pending sensitivity only; selection objective differs from formal likelihood,,,16,DS1 frozen blind trace,,pending,,,16
train_20260921_00_16,,20260921_00,,,fractional_track_time,train,sacramento,not applicable: historical support exceeded present timing authority and failed another group,,,16,DS1 frozen blind trace,,not_applicable,,,16
train_20260921_00_16,,20260921_00,,,dual_rx_beam_geometry,train,sacramento,not applicable: no calibrated dual-RX/beam evidence in scalar DS1 cache,,,16,DS1 frozen blind trace,,not_applicable,,,16
train_20260921_00_all,,20260921_00,311.9524545899106,392.82217689872635,ds1_tau_zero,train,reno,,7.49509672175292,,72,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,all
train_20260921_00_all,,20260921_00,301.01428056907,380.49163052052364,ds1_shared_tau,train,reno,,4.133909368680587,,72,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,all
train_20260921_00_all,,20260921_00,,,fixed_identity_tau_zero_control,train,reno,pending matched rerun after corrected tau-zero ID definition,,,72,DS1 frozen blind trace,,pending,,,all
train_20260921_00_all,,20260921_00,,,linearized_scan_epoch_scale1_sensitivity,train,reno,pending diagnostic only; not the sealed nonlinear 0.2/1/5 s model,,,72,DS1 frozen blind trace,,pending,,,all
train_20260921_00_all,,20260921_00,,,linearized_norad_rate,train,reno,pending diagnostic only; lacks historical exact/quartic phase-state gate,,,72,DS1 frozen blind trace,,pending,,,all
train_20260921_00_all,,20260921_00,,,fixed_scale_robust_rate_sensitivity,train,reno,pending sensitivity only; selection objective differs from formal likelihood,,,72,DS1 frozen blind trace,,pending,,,all
train_20260921_00_all,,20260921_00,,,fractional_track_time,train,reno,not applicable: historical support exceeded present timing authority and failed another group,,,72,DS1 frozen blind trace,,not_applicable,,,all
train_20260921_00_all,,20260921_00,,,dual_rx_beam_geometry,train,reno,not applicable: no calibrated dual-RX/beam evidence in scalar DS1 cache,,,72,DS1 frozen blind trace,,not_applicable,,,all
train_20260921_00_all,,20260921_00,311.96688904680354,392.82343706215636,ds1_tau_zero,train,sacramento,,7.547839757208622,,72,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,all
train_20260921_00_all,,20260921_00,300.8636404895698,380.357461207251,ds1_shared_tau,train,sacramento,,4.055376259184918,,72,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,all
train_20260921_00_all,,20260921_00,,,fixed_identity_tau_zero_control,train,sacramento,pending matched rerun after corrected tau-zero ID definition,,,72,DS1 frozen blind trace,,pending,,,all
train_20260921_00_all,,20260921_00,,,linearized_scan_epoch_scale1_sensitivity,train,sacramento,pending diagnostic only; not the sealed nonlinear 0.2/1/5 s model,,,72,DS1 frozen blind trace,,pending,,,all
train_20260921_00_all,,20260921_00,,,linearized_norad_rate,train,sacramento,pending diagnostic only; lacks historical exact/quartic phase-state gate,,,72,DS1 frozen blind trace,,pending,,,all
train_20260921_00_all,,20260921_00,,,fixed_scale_robust_rate_sensitivity,train,sacramento,pending sensitivity only; selection objective differs from formal likelihood,,,72,DS1 frozen blind trace,,pending,,,all
train_20260921_00_all,,20260921_00,,,fractional_track_time,train,sacramento,not applicable: historical support exceeded present timing authority and failed another group,,,72,DS1 frozen blind trace,,not_applicable,,,all
train_20260921_00_all,,20260921_00,,,dual_rx_beam_geometry,train,sacramento,not applicable: no calibrated dual-RX/beam evidence in scalar DS1 cache,,,72,DS1 frozen blind trace,,not_applicable,,,all
train_20260921_16_1,,20260921_16,311.65044551660594,322.12620732237156,ds1_tau_zero,train,reno,,10.38554030723812,,1,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,1
train_20260921_16_1,,20260921_16,272.13763248854724,302.29794453053375,ds1_shared_tau,train,reno,,2.943425873340757,,1,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,1
train_20260921_16_1,,20260921_16,,,fixed_identity_tau_zero_control,train,reno,pending matched rerun after corrected tau-zero ID definition,,,1,DS1 frozen blind trace,,pending,,,1
train_20260921_16_1,,20260921_16,,,linearized_scan_epoch_scale1_sensitivity,train,reno,pending diagnostic only; not the sealed nonlinear 0.2/1/5 s model,,,1,DS1 frozen blind trace,,pending,,,1
train_20260921_16_1,,20260921_16,,,linearized_norad_rate,train,reno,pending diagnostic only; lacks historical exact/quartic phase-state gate,,,1,DS1 frozen blind trace,,pending,,,1
train_20260921_16_1,,20260921_16,,,fixed_scale_robust_rate_sensitivity,train,reno,pending sensitivity only; selection objective differs from formal likelihood,,,1,DS1 frozen blind trace,,pending,,,1
train_20260921_16_1,,20260921_16,,,fractional_track_time,train,reno,not applicable: historical support exceeded present timing authority and failed another group,,,1,DS1 frozen blind trace,,not_applicable,,,1
train_20260921_16_1,,20260921_16,,,dual_rx_beam_geometry,train,reno,not applicable: no calibrated dual-RX/beam evidence in scalar DS1 cache,,,1,DS1 frozen blind trace,,not_applicable,,,1
train_20260921_16_1,,20260921_16,311.5727313424745,321.91277113983864,ds1_tau_zero,train,sacramento,,10.367987897464179,,1,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,1
train_20260921_16_1,,20260921_16,276.9076433418328,307.9008616502799,ds1_shared_tau,train,sacramento,,4.094226423286855,,1,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,1
train_20260921_16_1,,20260921_16,,,fixed_identity_tau_zero_control,train,sacramento,pending matched rerun after corrected tau-zero ID definition,,,1,DS1 frozen blind trace,,pending,,,1
train_20260921_16_1,,20260921_16,,,linearized_scan_epoch_scale1_sensitivity,train,sacramento,pending diagnostic only; not the sealed nonlinear 0.2/1/5 s model,,,1,DS1 frozen blind trace,,pending,,,1
train_20260921_16_1,,20260921_16,,,linearized_norad_rate,train,sacramento,pending diagnostic only; lacks historical exact/quartic phase-state gate,,,1,DS1 frozen blind trace,,pending,,,1
train_20260921_16_1,,20260921_16,,,fixed_scale_robust_rate_sensitivity,train,sacramento,pending sensitivity only; selection objective differs from formal likelihood,,,1,DS1 frozen blind trace,,pending,,,1
train_20260921_16_1,,20260921_16,,,fractional_track_time,train,sacramento,not applicable: historical support exceeded present timing authority and failed another group,,,1,DS1 frozen blind trace,,not_applicable,,,1
train_20260921_16_1,,20260921_16,,,dual_rx_beam_geometry,train,sacramento,not applicable: no calibrated dual-RX/beam evidence in scalar DS1 cache,,,1,DS1 frozen blind trace,,not_applicable,,,1
train_20260921_16_6,,20260921_16,329.52531769095896,397.17222605604104,ds1_tau_zero,train,reno,,8.450030804033107,,6,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,6
train_20260921_16_6,,20260921_16,306.22766134322916,388.9350886158349,ds1_shared_tau,train,reno,,2.129444976209952,,6,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,6
train_20260921_16_6,,20260921_16,,,fixed_identity_tau_zero_control,train,reno,pending matched rerun after corrected tau-zero ID definition,,,6,DS1 frozen blind trace,,pending,,,6
train_20260921_16_6,,20260921_16,,,linearized_scan_epoch_scale1_sensitivity,train,reno,pending diagnostic only; not the sealed nonlinear 0.2/1/5 s model,,,6,DS1 frozen blind trace,,pending,,,6
train_20260921_16_6,,20260921_16,,,linearized_norad_rate,train,reno,pending diagnostic only; lacks historical exact/quartic phase-state gate,,,6,DS1 frozen blind trace,,pending,,,6
train_20260921_16_6,,20260921_16,,,fixed_scale_robust_rate_sensitivity,train,reno,pending sensitivity only; selection objective differs from formal likelihood,,,6,DS1 frozen blind trace,,pending,,,6
train_20260921_16_6,,20260921_16,,,fractional_track_time,train,reno,not applicable: historical support exceeded present timing authority and failed another group,,,6,DS1 frozen blind trace,,not_applicable,,,6
train_20260921_16_6,,20260921_16,,,dual_rx_beam_geometry,train,reno,not applicable: no calibrated dual-RX/beam evidence in scalar DS1 cache,,,6,DS1 frozen blind trace,,not_applicable,,,6
train_20260921_16_6,,20260921_16,329.58454144177097,397.31062208210545,ds1_tau_zero,train,sacramento,,8.365484730901121,,6,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,6
train_20260921_16_6,,20260921_16,306.24609769214743,388.9378420703955,ds1_shared_tau,train,sacramento,,2.1313238507167003,,6,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,6
train_20260921_16_6,,20260921_16,,,fixed_identity_tau_zero_control,train,sacramento,pending matched rerun after corrected tau-zero ID definition,,,6,DS1 frozen blind trace,,pending,,,6
train_20260921_16_6,,20260921_16,,,linearized_scan_epoch_scale1_sensitivity,train,sacramento,pending diagnostic only; not the sealed nonlinear 0.2/1/5 s model,,,6,DS1 frozen blind trace,,pending,,,6
train_20260921_16_6,,20260921_16,,,linearized_norad_rate,train,sacramento,pending diagnostic only; lacks historical exact/quartic phase-state gate,,,6,DS1 frozen blind trace,,pending,,,6
train_20260921_16_6,,20260921_16,,,fixed_scale_robust_rate_sensitivity,train,sacramento,pending sensitivity only; selection objective differs from formal likelihood,,,6,DS1 frozen blind trace,,pending,,,6
train_20260921_16_6,,20260921_16,,,fractional_track_time,train,sacramento,not applicable: historical support exceeded present timing authority and failed another group,,,6,DS1 frozen blind trace,,not_applicable,,,6
train_20260921_16_6,,20260921_16,,,dual_rx_beam_geometry,train,sacramento,not applicable: no calibrated dual-RX/beam evidence in scalar DS1 cache,,,6,DS1 frozen blind trace,,not_applicable,,,6
train_20260921_16_16,,20260921_16,330.34933774584727,390.39343785911797,ds1_tau_zero,train,reno,,5.3839622825520195,,16,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,16
train_20260921_16_16,,20260921_16,309.7351130225551,376.23786700216954,ds1_shared_tau,train,reno,,1.920591825891404,,16,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,16
train_20260921_16_16,,20260921_16,,,fixed_identity_tau_zero_control,train,reno,pending matched rerun after corrected tau-zero ID definition,,,16,DS1 frozen blind trace,,pending,,,16
train_20260921_16_16,,20260921_16,,,linearized_scan_epoch_scale1_sensitivity,train,reno,pending diagnostic only; not the sealed nonlinear 0.2/1/5 s model,,,16,DS1 frozen blind trace,,pending,,,16
train_20260921_16_16,,20260921_16,,,linearized_norad_rate,train,reno,pending diagnostic only; lacks historical exact/quartic phase-state gate,,,16,DS1 frozen blind trace,,pending,,,16
train_20260921_16_16,,20260921_16,,,fixed_scale_robust_rate_sensitivity,train,reno,pending sensitivity only; selection objective differs from formal likelihood,,,16,DS1 frozen blind trace,,pending,,,16
train_20260921_16_16,,20260921_16,,,fractional_track_time,train,reno,not applicable: historical support exceeded present timing authority and failed another group,,,16,DS1 frozen blind trace,,not_applicable,,,16
train_20260921_16_16,,20260921_16,,,dual_rx_beam_geometry,train,reno,not applicable: no calibrated dual-RX/beam evidence in scalar DS1 cache,,,16,DS1 frozen blind trace,,not_applicable,,,16
train_20260921_16_16,,20260921_16,328.9786566842229,388.4849590053485,ds1_tau_zero,train,sacramento,,5.271449300342174,,16,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,16
train_20260921_16_16,,20260921_16,309.7294444840315,376.2066554769571,ds1_shared_tau,train,sacramento,,1.8888484023442471,,16,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,16
train_20260921_16_16,,20260921_16,,,fixed_identity_tau_zero_control,train,sacramento,pending matched rerun after corrected tau-zero ID definition,,,16,DS1 frozen blind trace,,pending,,,16
train_20260921_16_16,,20260921_16,,,linearized_scan_epoch_scale1_sensitivity,train,sacramento,pending diagnostic only; not the sealed nonlinear 0.2/1/5 s model,,,16,DS1 frozen blind trace,,pending,,,16
train_20260921_16_16,,20260921_16,,,linearized_norad_rate,train,sacramento,pending diagnostic only; lacks historical exact/quartic phase-state gate,,,16,DS1 frozen blind trace,,pending,,,16
train_20260921_16_16,,20260921_16,,,fixed_scale_robust_rate_sensitivity,train,sacramento,pending sensitivity only; selection objective differs from formal likelihood,,,16,DS1 frozen blind trace,,pending,,,16
train_20260921_16_16,,20260921_16,,,fractional_track_time,train,sacramento,not applicable: historical support exceeded present timing authority and failed another group,,,16,DS1 frozen blind trace,,not_applicable,,,16
train_20260921_16_16,,20260921_16,,,dual_rx_beam_geometry,train,sacramento,not applicable: no calibrated dual-RX/beam evidence in scalar DS1 cache,,,16,DS1 frozen blind trace,,not_applicable,,,16
train_20260921_16_all,,20260921_16,312.9736629155676,362.7728552344812,ds1_tau_zero,train,reno,,5.366733966900838,,79,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,all
train_20260921_16_all,,20260921_16,301.31152890002187,349.54053520560046,ds1_shared_tau,train,reno,,2.096622685505554,,79,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,all
train_20260921_16_all,,20260921_16,,,fixed_identity_tau_zero_control,train,reno,pending matched rerun after corrected tau-zero ID definition,,,79,DS1 frozen blind trace,,pending,,,all
train_20260921_16_all,,20260921_16,,,linearized_scan_epoch_scale1_sensitivity,train,reno,pending diagnostic only; not the sealed nonlinear 0.2/1/5 s model,,,79,DS1 frozen blind trace,,pending,,,all
train_20260921_16_all,,20260921_16,,,linearized_norad_rate,train,reno,pending diagnostic only; lacks historical exact/quartic phase-state gate,,,79,DS1 frozen blind trace,,pending,,,all
train_20260921_16_all,,20260921_16,,,fixed_scale_robust_rate_sensitivity,train,reno,pending sensitivity only; selection objective differs from formal likelihood,,,79,DS1 frozen blind trace,,pending,,,all
train_20260921_16_all,,20260921_16,,,fractional_track_time,train,reno,not applicable: historical support exceeded present timing authority and failed another group,,,79,DS1 frozen blind trace,,not_applicable,,,all
train_20260921_16_all,,20260921_16,,,dual_rx_beam_geometry,train,reno,not applicable: no calibrated dual-RX/beam evidence in scalar DS1 cache,,,79,DS1 frozen blind trace,,not_applicable,,,all
train_20260921_16_all,,20260921_16,312.9643647612599,362.74209138070086,ds1_tau_zero,train,sacramento,,5.414104818834635,,79,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,all
train_20260921_16_all,,20260921_16,301.10883152485957,348.98308754484606,ds1_shared_tau,train,sacramento,,1.9960900235351977,,79,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,all
train_20260921_16_all,,20260921_16,,,fixed_identity_tau_zero_control,train,sacramento,pending matched rerun after corrected tau-zero ID definition,,,79,DS1 frozen blind trace,,pending,,,all
train_20260921_16_all,,20260921_16,,,linearized_scan_epoch_scale1_sensitivity,train,sacramento,pending diagnostic only; not the sealed nonlinear 0.2/1/5 s model,,,79,DS1 frozen blind trace,,pending,,,all
train_20260921_16_all,,20260921_16,,,linearized_norad_rate,train,sacramento,pending diagnostic only; lacks historical exact/quartic phase-state gate,,,79,DS1 frozen blind trace,,pending,,,all
train_20260921_16_all,,20260921_16,,,fixed_scale_robust_rate_sensitivity,train,sacramento,pending sensitivity only; selection objective differs from formal likelihood,,,79,DS1 frozen blind trace,,pending,,,all
train_20260921_16_all,,20260921_16,,,fractional_track_time,train,sacramento,not applicable: historical support exceeded present timing authority and failed another group,,,79,DS1 frozen blind trace,,not_applicable,,,all
train_20260921_16_all,,20260921_16,,,dual_rx_beam_geometry,train,sacramento,not applicable: no calibrated dual-RX/beam evidence in scalar DS1 cache,,,79,DS1 frozen blind trace,,not_applicable,,,all
validation_20260922_08_1,,20260922_08,161.1829949418519,161.18299494185186,ds1_tau_zero,validation,reno,,2.2678417970049507,,1,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,1
validation_20260922_08_1,,20260922_08,159.3422490231789,159.34224902317888,ds1_shared_tau,validation,reno,,1.4120363074746591,,1,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,1
validation_20260922_08_1,,20260922_08,,,fixed_identity_tau_zero_control,validation,reno,pending matched rerun after corrected tau-zero ID definition,,,1,DS1 frozen blind trace,,pending,,,1
validation_20260922_08_1,,20260922_08,,,linearized_scan_epoch_scale1_sensitivity,validation,reno,pending diagnostic only; not the sealed nonlinear 0.2/1/5 s model,,,1,DS1 frozen blind trace,,pending,,,1
validation_20260922_08_1,,20260922_08,,,linearized_norad_rate,validation,reno,pending diagnostic only; lacks historical exact/quartic phase-state gate,,,1,DS1 frozen blind trace,,pending,,,1
validation_20260922_08_1,,20260922_08,,,fixed_scale_robust_rate_sensitivity,validation,reno,pending sensitivity only; selection objective differs from formal likelihood,,,1,DS1 frozen blind trace,,pending,,,1
validation_20260922_08_1,,20260922_08,,,fractional_track_time,validation,reno,not applicable: historical support exceeded present timing authority and failed another group,,,1,DS1 frozen blind trace,,not_applicable,,,1
validation_20260922_08_1,,20260922_08,,,dual_rx_beam_geometry,validation,reno,not applicable: no calibrated dual-RX/beam evidence in scalar DS1 cache,,,1,DS1 frozen blind trace,,not_applicable,,,1
validation_20260922_08_1,,20260922_08,161.34685222469082,161.34685222469085,ds1_tau_zero,validation,sacramento,,2.195368140506682,,1,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,1
validation_20260922_08_1,,20260922_08,159.14119224726906,159.14119224726906,ds1_shared_tau,validation,sacramento,,1.2572093363850005,,1,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,1
validation_20260922_08_1,,20260922_08,,,fixed_identity_tau_zero_control,validation,sacramento,pending matched rerun after corrected tau-zero ID definition,,,1,DS1 frozen blind trace,,pending,,,1
validation_20260922_08_1,,20260922_08,,,linearized_scan_epoch_scale1_sensitivity,validation,sacramento,pending diagnostic only; not the sealed nonlinear 0.2/1/5 s model,,,1,DS1 frozen blind trace,,pending,,,1
validation_20260922_08_1,,20260922_08,,,linearized_norad_rate,validation,sacramento,pending diagnostic only; lacks historical exact/quartic phase-state gate,,,1,DS1 frozen blind trace,,pending,,,1
validation_20260922_08_1,,20260922_08,,,fixed_scale_robust_rate_sensitivity,validation,sacramento,pending sensitivity only; selection objective differs from formal likelihood,,,1,DS1 frozen blind trace,,pending,,,1
validation_20260922_08_1,,20260922_08,,,fractional_track_time,validation,sacramento,not applicable: historical support exceeded present timing authority and failed another group,,,1,DS1 frozen blind trace,,not_applicable,,,1
validation_20260922_08_1,,20260922_08,,,dual_rx_beam_geometry,validation,sacramento,not applicable: no calibrated dual-RX/beam evidence in scalar DS1 cache,,,1,DS1 frozen blind trace,,not_applicable,,,1
validation_20260922_08_6,,20260922_08,345.17525767584016,386.5652831237978,ds1_tau_zero,validation,reno,,5.7790816099276485,,6,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,6
validation_20260922_08_6,,20260922_08,342.5465972308931,378.87910548787454,ds1_shared_tau,validation,reno,,3.698771891903044,,6,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,6
validation_20260922_08_6,,20260922_08,,,fixed_identity_tau_zero_control,validation,reno,pending matched rerun after corrected tau-zero ID definition,,,6,DS1 frozen blind trace,,pending,,,6
